,Name,ID,RAM,Processor,Model,Brand,Screen Size,Connectivity,OS,Camera,Storage,Price
4462,Samsung Galaxy Z Flip 3 5g SM-F711U 128GB Phantom Black T-Mobile ULK (s01275),266484372637,,,Galaxy Z Flip 3 5G,Samsung,,,Android12,,128GB,212.13
4463,Samsung Gravity TXT SGH-T379 - Emerald Gray ( T-Mobile ) Rare Phone - READ,325314377353,,,Gravity TXT,Samsung,2.4 in,Micro USB,Android,2.0 MP,115 MB,40.79
4464,Samsung Galaxy Z Flip3 5g - SM-F711U - 128GB - Lavender T-Mobile - UL (z05088),266469660677,,,Galaxy Z Flip3 5G,Samsung,,,Android12,,128GB,202.12
4465,Samsung Galaxy Z Flip 3 5g SM-F711U 256GB Phantom Black T-Mobile ULK (s00196),285531458121,,,Galaxy Z Flip 3 5G,Samsung,,,Android13,,256GB,199.71
4466,Samsung Galaxy S4 (SGH-M919) Black 16GB (T-Mobile) Smartphone Check IMEI? Q3689,145113089334,,Quad Core,Samsung Galaxy S4,Samsung,5 in,"Bluetooth, Wi-Fi, Micro USB",Android,13.0 MP,16 GB,34.99
4467,Kyocera Kona S2151 - Black ( Paylo by Virgin Mobile ) Flip Phone - Rare Version,325730477652,,,Kyocera Kona,Kyocera,,,,,NA,21.24
4468,Samsung Galaxy S10+ SM-G975U T-Mobile Locked 128GB Prism Blue Good,186097460928,,,Galaxy S10+,Samsung,,,,,128GB,224.99
4469,NEC Docomo Mobile N905I Japanese Keitai Garake Flip Phone Retro Cell Phone,225849446040,NA,NA,Please Refer to Photo,Nec,NA,NA,NA,NA,NA,41.65
4470,Mobile Flip Phone,324562140764,,,F899,Mafam,,,,,2 GB,28.00
4471,"(Lot Of 3) Vintage Smartphones Samsung, Lg T-mobile, At@t (Parts/Repair)",254490063554,,,"Samsung, LG",Unbranded,,,Android,,4 GB,20.00
4472,T-Mobile REVVLRY- 32GB - Black (T-Mobile) Android Smartphone - AS IS,234362191825,3 GB,Octa Core,T-Mobile REVVLRY,T-Mobile,5.7 in,"4G, Bluetooth, GPS, LTE, USB Type-C",Android,13.0 MP,32 GB,24.99
4473,Original unlocked Nokia 7600 2G GSM 900 / 1800 3G UMTS 2100 Mobile phone,334867226532,&lt;1GB,,Nokia 7600,Nokia,"2.0""","2G, 3G",Symbian,,&lt;2GB,132.99
4474,Samsung Galaxy Z Flip3 5G SM-F711U 256GB Black T-Mobile Locked  Very Good,195289194016,,,Samsung Galaxy Z Flip3 5G,Samsung,,,Android,,256 GB,249.99
4475,SAMSUNG GALAXY S8 FOR PARTS ONLY FOR T-MOBILE BLACK,126048788561,,,Samsung Galaxy S8,Samsung,,,Android,,64 GB,95.00
4476,Kyocera Rally S1370 - Black (T-Mobile) Cellular Phone,175857813969,,,s1370,Kyocera,1.8 in,,,0.3 MP,256 MB,35.00
4477,New Simple Mobile - ZTE ZFIVE G Z557BL 4G LTE with 16GB Memory Cell Phone,295205277090,2 GB,Quad Core,ZTE ZFIVE,ZTE,5 in,"Bluetooth, Wi-Fi",Android,5.0 MP,16 GB,42.00
4478,LG-LP5500 Vintage Swivel Camera Cell Phone Mobile,175741908108,,,LG-LP5500,LG,,,Android,5.0 MP,20 KB,65.00
4479,Original Nokia 9300 Double Screen Bluetooth Mobile Phone Unlocked Smartphone ,195811784800,,,Nokia 9300,Nokia,"2.0""",,Symbian,2MP,<2GB,94.68
4480,Samsung Gravity Black (T-Mobile) Cellular Phone LOCKED,404474543675,,,Gravity,Samsung,,,Android,2.0 MP,Unknown,35.00
4481,LG GD510 - Phone Mobile Phone Gsm Second Hand - Touch Screen No Works,126142112991,,,GD510,LG,,,,,0,23.91
4482,6.5 in Screen Smartphone 6GB RAM 128GB ROM Mobile Phone 5G Face Recognition,394335196417,6 GB,,for MediaTek 9000,Unbranded,6.5 in,5G,Android,,128 GB,97.01
4483,Nokia 5320 Xpressmusic (Unlocked) 3G 2MP Sysbian Camera Mobile Bar Phone 2Color,124604157815,,,5320,Nokia,"2""",,Symbian,,1 MB,27.92
4484,NOKIA Cellular Cell Mobile Phone with Antenna MODEL 100 Vintage Brick - Untested,125664464185,,,100AU,Nokia,,,,,n/a,18.71
4485,Samsung Galaxy A13 5G SM-A136U - 64GB - Black (T-Mobile),314696682776,4 GB,Octa Core,Samsung Galaxy A13 5G,Samsung,6.5 in,"5G, Bluetooth, Wi-Fi, NFC",Android,"50.0 MP, 2.0 MP",64 GB,85.00
4486,NEW Simple Mobile BLU B130DL LTE Prepaid Smartphone / LOCKED,256226561959,,Octa Core,BLU B130DL,BLU,,,Android,,NA,49.99
4488,Nokia 1661 - Gray and Red ( T-Mobile ) Cellular Candybar Phone,325839274639,,,1661-2b,Nokia,,,,,NA,5.09
4489,Motorola G Play 2023 XT2271-5 T-Mobile Locked 32GB Blue Excellent,186068862772,,,G Play 2023,Motorola,,,,,32GB,109.99
4490,Vintage Cellular GSM Mobile Phone ERICSSON T66 1130401-BV EA ,292225957136,,,T66,Ericsson,,,,,N/A,125.00
4491,Boost Mobile Samsung Galaxy Prevail 2 (sph-m840)  White ,265791576916,,,Samsung Galaxy Prevail 2,Samsung,,,Android,,4 GB,22.95
4492,Apple iPhone X A1901 T-mobile Unlocked 64GB Space Gray Good,175871729195,,,iPhone X,Apple,,,,,64GB,229.99
4493,Original Nokia 225 Unlocked Dual SIM English Hebrew Keyboard Mobile Phone ,302804671741,&lt;128MB,,Nokia 225,Nokia,"2.8""",,Symbian,2.0MP,16 MB,44.99 to 55.99
4494,Apple iPhone 11 (PRODUCT)RED - 64GB (T-Mobile) A2111 (CDMA + GSM) FREE OTTERBOX,403961475637,,Hexa Core,Apple iPhone 11,Apple,6.1 in,"Bluetooth, 4G, Wi-Fi, Lightning, NFC",iOS,12.0 MP,64 GB,350.00
4495,Apple iPhone 6S Plus 64GB (A1687) T-Mobile Metro Sprint Good,275507600706,2GB,Dual Core,Apple iPhone 6s Plus,Apple,5.5in.,"Bluetooth, Wi-Fi, NFC",iOS,12.0 MP,64 GB,120.00
4496,Samsung SGH-T109 - Green and Black ( T-Mobile ) Very Rare Flip Phone - Bundled,325810520946,,,T109,T-Mobile,,,,,NA,36.54
4497,Apple iPhone 11 - 64GB - Black (T-Mobile) A2111 (CDMA + GSM),295970566551,,Hexa Core,Apple iPhone 11,Apple,6.1 in,"Bluetooth, 4G, Wi-Fi, Lightning, NFC",iOS,12.0 MP,64 GB,270.00
4498,Excellent Apple iPhone 11 - 64GB - Green - Fully UNLOCKED Verizon AT&T T-Mobile,155078746648,4 GB,Hexa Core,Apple iPhone 11,Apple,6.1 in,"Bluetooth, 4G, Wi-Fi, Lightning, NFC",iOS,12.0 MP,64 GB,315.00
4499,New Alcatel One Touch Fierce 2 (7040T) Navy T-Mobile Locked Smartphone,204550550506,1GB,Quad Core,One Touch Fierce 2,Alcatel,5in,"Bluetooth, Wi-Fi, MicroUSB2.0",Android 4.4.2 (Kitkat),5MP,4GB,200.00
4500,Brand new Unlocked Nokia Asha 302 3020 RM-813 QWERTY Bar Mobile Cell Phone,175179651170,"100MB storage, 256 MB ROM, 128 MB RAM",,Nokia 302 3020,Nokia,"2.4""",,,3.2MP,256 MB,75.05
4501,Samsung Galaxy A11 SM-A115A Black 32GB T-Mobile Locked Android Smartphone,334845615882,2 GB,Octa Core,Samsung Galaxy A11,Samsung,,"Bluetooth, USB Type-C, Wi-Fi",Android,,32 GB,89.99
4502,Galaxy J3 Prime 16GB Black J327T T-Mobile/Read Description Battery Not Included,404505892193,,,Samsung Galaxy J3 Prime,Samsung,,"3G, 4G, Bluetooth, Wi-Fi",Android,,16 GB,25.00
4503,Alcatel 1 5033XR 4G AI Aqua Smartphone 16GB,295940510703,,,Alcatel 1 5033XR,Alcatel,,4G,Android,,16 GB,45.00
4504,Apple iPhone XR - 64GB - White (Locked to T-Mobile/Spring) Excellent Condition.,275991510718,3GB,Hexa Core,Apple iPhone XR,Apple,6.1 in,"Bluetooth, 4G, Wi-Fi, Lightning, NFC",iOS,12.0 MP,64 GB,220.00
4505,Samsung Galaxy A20 2019 SM-A205U GSM Locked T-Mobile 32GB Black Fair,185757540396,3 GB,Octa Core,Samsung Galaxy A20,Samsung,6.4 in,4G,Android,13.0 MP,32 GB,76.50
4506,Apple iPhone 6S (Excellent Condition) 128GB T-Mobile #27,125962337274,2 GB,Dual Core,Apple iPhone 6s,Apple,4.7 in,"2G, 3G, 4G, 5G, Bluetooth, GPS, LTE, NFC, Wi-Fi",iOS,12.0 MP,128 GB,100.00
4507,Apple iPhone 7 - 32GB -  Black (Boost Locked) Unlocked,384431275233,,,Apple iPhone 7,Apple,4.7 in,"Bluetooth, Wi-Fi, NFC",iOS,12.0 MP,32 GB,85.00
4509,Samsung GT-E1086i Cell Phone Black Classic Mobile Phone bought in Italy,304975161550,n/a,n/a,GT-E1086i,Samsung,1.43 in,,,Not Applicable,No card slot,20.00
4510,Apple iPhone 6s - 16GB - Silver (Boost Mobile) A1688 (CDMA + GSM),394564397802,,Dual Core,Apple iPhone 6s,Apple,4.7 in,"Bluetooth, Wi-Fi, NFC",iOS,12.0 MP,16 GB,100.00
4511,Original Unlocked SAMSUNG C3520 Mobile Phone Bluetooth MP3 FM GSM Flip Cellphone,394355638048,,,Samsung C3520,Samsung,2.4 in,"2G, Bluetooth, Micro USB, Quad-Band",,1.3 MP,28MB,37.00
4512,Motorola 7200 MicroTAC (Year 1994) Brick Flip Mobile Phone –ΝΟ 5000 7500 gh gf-,155725273956,,,7200 MicroTAC,Motorola,,,,,Unknown,175.00
4513,NEW Land Rover Range Rover Mobile Phone Camera Lens iPhone Android Collectors,163635199045,,,Land rover,Land Rover,,,iOS or Android,,,9.99
4514,SAMSUNG GALAXY On5 SM-G550T T-Mobile 8GB ROM 1.5GB RAM 4G LTE ANDROID SMARTPHONE,224763863049,1.5GB,Quad Core,Samsung Galaxy On5 SM-G550T,Samsung,"5.0""",4G,Android,8.0MP,8GB,49.99
4515,Apple iPhone XR 64GB T-Mobile Smartphone (Black) - Very Good - B,134279306295,3 GB,Hexa Core,Apple iPhone XR,Apple,6.1 in,"3G, 4G, Bluetooth, GPS",iOS,12.0 MP,64 GB,202.99
4516,New LG OPTIMUS F3 - 32GB Black (Virgin Mobile) NEW,185443246481,,,720,LG,,,,,32GB,74.99
4517,Rare Vintage - Samsung SGH T819 - Bronze (T-Mobile) Cellular Slider Phone - 79,225278544949,,,T819,Samsung,,Micro USB,Android,,30 MB,29.96
4518,Nokia 5230 White Mobile Camera Phone w/Navigation in original box w/accessories.,145082631770,,,Nokia 5230,Nokia,3.2 in,"3G, Bluetooth, GPS",,2.0 MP,70 MB,30.00
4519,SAMSUNG C3520 Mobile Phone Bluetooth MP3 Radio GSM Flip Unlocked Moblile phone,314292750043,,,Samsung C3520,Samsung,2.4 in,"2G, Bluetooth, Micro USB, Quad-Band",,1.3 MP,28MB,35.00
4520,Apple iPhone 6 Plus - 16GB - Gold (T-Mobile ) A1522 (GSM),125698902308,1 GB,Dual Core,Apple iPhone 6 Plus,Apple,5.5 in,"Bluetooth, 4G, Wi-Fi, Lightning, NFC",iOS,8.0 MP,16 GB,51.75
4521,Nokia Nuron 5230 - White and Silver ( T-Mobile ) Rare Smartphone - Bundled,325658083260,,,5230-1c,Nokia,3.2 in,,,2.0 MP,70 MB,42.49
4522,6.6 Inch Android 4G Smartphone 16GB Unlocked Dual Sim Quad core T-Mobile Phone,335060047189,2 GB,Quad Core,XGODY 13 Pro,Xgody,6.6 in,"2G, 3G, 4G, Bluetooth, GPRS, GPS, Lightning, LTE, USB Type-C, WAP, Wi-Fi",Android,15.0 MP,16 GB,76.46
4523,LG Wing 5G LM-F100TM F100VM 256GB+8GB 64MP Unlocked Smartphone -NEW unopened,186059194330,8 GB,Octa Core,LG WING 5G,LG,6.8 in,"USB Type-C, 5G, Bluetooth, Wi-Fi, NFC",Android,64.0 MP,256 GB,325.88 to 328.00
4524,Apple iPhone 8 64GB 256GB Unlocked Straight talk T-mobile AT&T Verizon (U),115186151702,2 GB,Hexa Core,Apple iPhone 8,Apple,4.7 in,"2G, 3G, 4G, 4G+, Bluetooth, DLNA, Dual-Band, GPRS, GPS, HDMI Micro, Infrared",iOS,12.0MP,64 GB / 256 GB,199.00
4525,New ListingSony Ericsson M600i Cell Phone Black (Unlocked) Classic Button 3G Mobile Phone,225886848367,Not Applicable,Single Core,Sony Ericsson M600i,Sony Ericsson,2.6 in,"2G, 3G, Bluetooth",Symbian,Not Applicable,80 MB,100.79
4526,SHARP AQUOS Mobile SH-01J Blue Black SIM Free F/S JAPAN,394877929687,1 GB,Android 5.1,SH 01 J,Sharp,3.4 in,Bluetooth,Android,8.0 MP,8 GB,55.00
4527,LG Sentio GS505 - Navy Blue ( T-Mobile ) Cellular Phone Cellphone W/ Camera,134751684908,,,Sentio,LG,,,Android,,NA,14.99
4529,6.6 Inch Android Unlocked Smartphone Cheap For T-Mobile Cell Phone Dual SIM New,196006899549,2GB,Quad Core,13Pro,Unbranded,6.6 in,"3G, 4G, Bluetooth, GPS, USB",Android,15.0 MP,16 GB,75.55
4530,Samsung SGH-R225M (T-Mobile) Blue Cell Phone - Sim card,185375366996,,,SGH-R225M,Samsung,,,Android,,Does not apply,12.99
4532,Nokia Lumia 521 - 8 GB - White (T-Mobile) Smartphone,184961925961,,Dual Core,Nokia Lumia 521,Nokia,4 in,,,5.0 MP,8 GB,15.00
4533,Softbank SIM Free AQUOS Mobile Phone 2 601SH SHARP 4G SIM Unlock Color Gold JP,364159921436,1 GB,Single Core,601SH,Sharp,3.4 in,4G,Android 5.1,NA,8GB,64.35
4534,Original Nokia 8210 Unlocked Mobile Phone GSM900/1800 cellphone+1 Year WARRANTY,394665925174,,,Nokia 8210,Nokia,,"2G, Dual-Band",,None,≤512M,29.99
4535,New ListingCubot Star 5G 4G Dual Screen Android Rugged Phone Adventure Mobile Waterproof ,314984605878,12GB+12GB Extended,Octa Core,KingKong Star,Cubot,6.78 inch,"2G, 3G, 4G, GPS, LTE, Wi-Fi, 5G",Android 13,100 MP,256 GB,316.56
4536,Smartphone Microsoft Lumia 950 XL Windows 4G LTE 32GB 3GB RAM Single SIM,265631869047,3GB,Octa Core,Nokia Microsoft Lumia 950 XL,Nokia Microsoft,"5.0""","2G, 3G, 4G, LTE",Windows Mobile,20.0MP,32GB,159.94
4537,Original Nokia 1680 Classic 2G GSM Unlocked Cheap Mobile Phone,266516071528,,,Nokia 1680,Nokia,,2G,,,128 MB,12.88 to 18.99
4538,Nokia Lumia 521 - T-Mobile - Black - 8GB - Tested Working,374684989347,,,Nokia Lumia 521,Nokia,,,,,8 GB,34.99
4539,"⚡️Simple Mobile Prepaid LG Solo 5.7"" 16GB⚠️🆕👉SIM CARD NOT INCLUDED 👈",265721489649,16 GB,Octa Core,76616266,LG,5.7 in,"4G, LTE",Android,8.0 MP,16 GB,69.99
4540,New LG Tribute HD White 16GB Boost Mobile 4G LTE,185105445433,,Quad Core,LG Tribute HD,LG,5 in,"Bluetooth, Wi-Fi",Android,8.0 MP,16 GB,149.99
4542,Panasonic Docomo Garake P504Is Flip Phone Japanese Mobile Keitai Cell Phone,386285969737,NA,NA,Please Refer to Photo,Panasonic,NA,NA,NA,NA,NA,48.67
4543,SHARP Energized Softbank Garakae 812Sh Keitai Flip phone mobile Cell phone Japan,386256149104,NA,NA,NA,Sharp,NA,NA,NA,NA,NA,36.33
4544,Original Nokia 1202 GSM Unlocked Mobile Phone NOKIA 1202 Good Quality Phone,394976639621,,Single Core,Nokia 1202,Nokia,1.5 in,2G,Symbian,2.0 MP,8 MB,18.99
4545,NEW Samsung SGH T119 - Black (T-Mobile) Cellular Phone TEST PHONE READ@@,164842218717,,,SGH-T119,Samsung,,,Android,,1.5 MB,36.88
4547,Samsung Galaxy S8 Active SM-G892 64GB GSM Unlocked AT&T T-Mobile Smartphone A++,386028180144,4 GB,Octa Core,Samsung Galaxy S8 Active,Samsung,5.8 in,"2G, 3G, 4G, Bluetooth, GPS, USB Type-C, 4G, 4G+, Bluetooth, GPS",Android,12.0 MP,64 GB,99.65 to 123.40
4548,T-Mobile REVVL 32GB Black T-Mobile Android GSM Smartphone Cellphone 5049W Phone,193732042298,2 GB,Octa Core,T-Mobile Revvl Plus,Coolpad,6 in.,"Bluetooth, 4G, 3G, Wi-Fi, 2G, Micro USB, LTE",Android,1.3 MP,32 GB,49.00
4549,"Apple iPhone 6 - 64GB - Silver (T-Mobile) A1687 (GSM), iOS 11.2.1",125924821066,,Dual Core,Apple iPhone 6,Apple,4.7 in,"Bluetooth, Wi-Fi, NFC",iOS,8.0 MP,64 GB,130.00
4550,BlackBerry 7100t - Gray and Blue ( T-Mobile ) Very Rare Smartphone -No Back READ,325727824698,,,7100t,BlackBerry,,,,,NA,33.14
4551,Samsung Galaxy Z Fold3 5g SM-F926U 256GB Phantom Black T-Mobile ULK  (a10611),256261011289,,,Galaxy Z Fold3 5G,Samsung,,,Android13,,256GB,351.50
4552,"Apple iPhone 5S 32GB, Space Gray, T-mobile, model: A1533",265160627052,,Dual Core,A1533,Apple,"4""","2G, 3G, 4G, Bluetooth",iOS,8.0MP,32 GB,39.99
4553,Samsung Galaxy A20 (2019) SM-A205U T-Mobile Unlocked 32GB Black C Light Burn,195982945565,,,Galaxy A20 (2019),Samsung,,,,,32GB,69.99
4554,LG Tribute Duo LS665 - Blue ( Virgin Mobile ) Android Smartphone,324408540241,,Quad Core,Tribute Duo,LG,4.5 in,"Bluetooth, Wi-Fi",,5.0 MP,8 GB,5.94
4555,SELLING FOR PARTS- Alcatel OneTouch Evolve 5020T- (T-Mobile) Android Smartphone,374489717402,1 GB,Dual Core,Alcatel OneTouch Evolve,Alcatel,4 in,"2G, 3G, Bluetooth, GPS, Wi-Fi",Android,5.0 MP,4 GB,9.99
4556,PURPLE NOKIA 3650 MADE IN FINLAND T-MOBILE CELL PHONE RARE BAR WIRELESS CELLULAR,182951041311,,,3650,Nokia,,,,,unknown,57.22
4557,LG K51  - 32 GB - All Colors - GOOD CONDITION,355171144075,3 GB,Octa Core,LG K51,LG,6.5 in,"4G, Bluetooth, USB Type-C, Wi-Fi",Android,13.0 MP,,64.95
4558,HTC Radar 4G 8GB White T-Mobile GSM Smartphone GSM Windows Cell Phone,195587006327,8 GB,Single Core,HTC Radar,HTC,3.8 in,"Bluetooth, Micro USB",Windows Mobile,5.0 MP,8 GB,45.00
4559,Nokia C3-01 Cell Phone Dark gray Full functional  Touch and Type Mobile Phone,403826853829,,,Nokia C3-01,Nokia,,,Symbian,,64 MB,52.99
4560,T-Mobile REVVL 6 5G TMAF025G - 64GB - Blue (T-Mobile) (Single SIM) (B Grade),285369624392,4 GB,Octa Core,T-Mobile REVVL 6 5G,T-Mobile,6.5 in,"USB Type-C, 5G, Bluetooth, Wi-Fi",Android,"13.0 MP, 2.0 MP",64 GB,84.99
4561,Samsung Gravity TXT SGH-T379 - Emerald Gray ( T-Mobile ) Cellular Slider Phone,325314357054,,,Gravity TXT,Samsung,2.4 in,Micro USB,,2.0 MP,115 MB,42.49
4563,Samsung Galaxy Z Flip3 5g - SM-F711U - 128GB - Lavender T-Mobile - UL (z04953),285522854097,,,Galaxy Z Flip3 5G,Samsung,,,Android13,,128GB,202.12
4564,T-Mobile REVVL 2 Plus - 32GB - Black - T-Mobile locked - Used -  Grade C,314508858365,2 GB,Quad Core,T-Mobile Revvl Plus,T-Mobile,5.5 in,"2G, 3G, 4G, Bluetooth, Dual-Band, GPS, LTE, Micro USB, Wi-Fi",Android,13.0 MP,32 GB,53.99
4565,Motorola V300 - Blue and Silver ( T-Mobile ) Rare Flip Cell Phone,325345745105,,,V300,Motorola,,,,,NA,25.49
4566,"7.3"" Factory Unlocked Smartphone Android Mobile Phone 16GB+1TB 4G 5G Cellphones",404609586485,16 GB,Quad Core,Hot 30,Lanxus,7.3 in,"4G, 4G+, Bluetooth, GPS, Headphone Jack, USB Type-C, Wi-Fi",Android,50MP+108MP,1 TB,169.99
4567,Samsung SM-G900T Galaxy S5 T-Mobile Smartphone  GOOD,174850167223,2 GB,Quad Core,Samsung Galaxy S5,Samsung,5.1 in,"USB, 2G, 3G, 4G, 4G+, Bluetooth, GPS, LTE, Micro USB, NFC",Android,16.0 MP,16 GB,59.90
4570,Apple iPhone 8 Plus 64GB Unlocked Verizon At&t Tracfone T-Mobile LTE WIFI 4G,276151825227,2 GB,,iPhone 8 PLUS,Apple,,"LTE, 2G, 3G, 4G, 5G, WI-FI, NFC, GPS, Bluetooth",iOS,12.0 MP,"64GB , 256GB",140.00 to 194.00
4571,Apple iPhone 7/7 Plus 32GB Unlocked/ Verizon/ T-Mobile/ Metro-pcs/ US Cellular ,115074840428,2 GB,Quad Core,iPhone 7,Apple,,"LTE, 2G, 3G, 4G, 5G, WI-FI, NFC, GPS, Bluetooth",iOS,12.0 MP,"32GB , 128GB , 256GB",90.00 to 139.00
4572,Apple iPhone X 256GB-silver-black-Factory Unlocked AT&T T-Mobile Verizon,204497686352,3 GB,Hexa Core,Apple iPhone X,Apple,5.8 in,"4G, Bluetooth, NFC, Wi-Fi, Lightning",iOS,12.0MP,256 GB,300.00
4573,1. SONY ERICSSON T630 Nora phone mobile simlok  USED ORIGINAL,314364994695,,,T630,Sony Ericsson,1.78,2G,,0.1 MP,2 MB,12.99
4575,BLU C5L Max 32GB (☝Unknown Passcode) Unlocked 5.7 Display Android Smartphone ,125480446414,2 GB,Quad Core,C5L Max,BLU,5.7 in,"2G, 3G, 4G, Bluetooth, GPS, LTE, Micro USB, Wi-Fi",Android,5.0 MP,32GB,28.00
4576,New ListingUNOPENED Apple iPhone XR Unlocked 256GB White Smartphone AT&T T-mobile Verizon,355224891061,3 GB,Hexa Core,Apple iPhone XR,Apple,6.1 in,"3G, 4G, 4G+, Bluetooth, DLNA, GPRS, GPS, Lightning, LTE, WAP, Wi-Fi",iOS,12.0 MP,256 GB,458.59
4577,Apple iPhone XR - 64GB - Blue (T-Mobile) A1984 (CDMA + GSM),285401059806,3GB,Hexa Core,Apple iPhone XR,Apple,6.1 in,"Bluetooth, 4G, Wi-Fi, Lightning, NFC",iOS,12.0 MP,64 GB,235.00
4578,Kyocera Coast S2151 - Black ( Boost Mobile ) Rare Cellular Flip Phone - Untested,325838057674,,,Coast,Kyocera,,,,,NA,5.94
4579,Motorola One 5G Ace -128GB - XT2113-2 Volcanic Gray T-Mobile Metro Pcs (B Grade),284934494024,6 GB,Qualcomm Snapdragon 750G 5G,Motorola One 5G Ace,Motorola,6.7 in,"4G, 5G, Bluetooth, GPS",Android,48.0 MP,128 GB,94.99
4581,Samsung Galaxy S10 G973U 128GB Unlocked AT&T Verizon T-Mobile Sprint ,174909121415,8 GB,Octa Core,Samsung Galaxy S10,Samsung,6.1 in,"4G, Bluetooth, GPS, NFC, USB Type-C",Android,16.0 MP,128 GB,179.99
4582,"2023 Reno10 Pro+ Smartphone 7.3"" 16GB+1TB Android Factory Unlocked Mobile Phone~",386248380076,,Single Core,Accellorize 33110W,Unbranded,1 in,,,0.08MP,9 KB,121.63
4583,Apple iPhone 8 Plus 64GB Factory Unlocked Verizon Sprint T-Mobile Smartphone,276151902812,2 GB,,iPhone 8 PLUS,Apple,,"LTE, 2G, 3G, 4G, 5G, WI-FI, NFC, GPS, Bluetooth",iOS,12.0 MP,"64GB , 256GB",140.00 to 182.00
4584,Samsung Galaxy A02s - 32GB - Black (Metro by T-Mobile) READ AD ,165328359512,2 GB,Octa Core,Samsung Galaxy A02s,Samsung,6.5 in,"USB Type-C, Bluetooth, Wi-Fi",Android,"13.0 MP, 2.0 MP",32 GB,70.00
4585,Apple iPhone 6s Plus 32GB Space Gray A1687 T-mobile 1 Owner EXCELLENT Condition,325796334556,,Dual Core,Apple iPhone 6s Plus,Apple,5.5 in,"Bluetooth, Wi-Fi, NFC",iOS,12.0 MP,32 GB,120.00
4586,Unlocked HOTWAV Note 12 Android 13 Cell Phone 4G LTE Dual SIM Mobile 48MP 128GB,175693172852,8 GB,Octa Core,Note 12,HOTWAV,6.8 in,"2G, 3G, 4G, Bluetooth, GPS, LTE, Wi-Fi",Android 13,48.0 MP,128 GB,151.96
4587,Samsung Galaxy Z Flip3 5g SM-F711U 256GB Phantom Black T-Mobile ULK  (a10417),285512461132,,,Galaxy Z Flip3 5G,Samsung,,,Android13,,256GB,188.40
4588,Apple iPhone 8 64GB 256GB Unlocked T-Mobile Verizon Smartphone Free Return,276151839250,2 GB,Hexa Core,Apple iPhone 8,Apple,4.7 in,"LTE, 2G, 3G, 4G, 5G, WI-FI, NFC, GPS, Bluetooth",iOS,12.0 MP,Various,95.00 to 176.00
4589,Samsung Gravity Smart SGH-T589 - Blue ( T-Mobile ) Rare Smartphone - Bundled,325645943192,,,Gravity Smart,Samsung,,,,,NA,50.99
4590,Samsung Galaxy S21 G991U 5G Pink 128GB- T-Mobile/Metro Only,195563557706,8 GB,Octa Core,Samsung Galaxy S21 5G,Samsung,6.2 in,"4G, 5G",Android,64.0 MP,128GB,199.95
4592,NOKIA 6061 ROGERS & CHATR USED GSM 2G FLIP CELL PHONE WIRELESS MOBILE CELLULAR,185709691163,,,6061,Nokia,,2G,,,unknown,54.22
4594,Original unlock Sony Ericsson K750i - Black (Unlocked)GSM Mobile Phone,185649673687,1 GB,Octa Core,k750i,Sony Ericsson,0.79in,"2G, 3G",Android,2.0 MP,38 MB,54.98
4595,LG K30 X410 32GB - Black  unlocked,144090287888,2 GB,Qual Comm,LG K30,LG,5.3 in,4G,Android,13.0 MP,32 GB,70.00
4596,Samsung Galaxy Z Flip3 5G SM-F711U - 128GB Black  (T-Mobile) Good Condition,166412480014,,,Not Available,Samsung,,,Android,,128GB,213.25
4597,LG G8 ThinQ  T-Mobile - 128GB - Black - GSM - T-Mobile ONLY 9/10 **,324643851920,6 GB,Octa Core,LG G8 ThinQ,LG,6.1 in,"4G, Bluetooth, GPS, Wi-Fi",Android,,128 GB,138.90
4599,98% New Samsung E1080 - Black (Unlocked) Mobile Phone  Fully working and tested,385717976142,,,Samsung E1080,Samsung,,,,,1 MB,21.00
4601,Kyocera Oystr KX9 / Oyster KX9D - White ( Virgin Mobile ) Rare Flip Phone,325780850875,,,kx9d,Kyocera,,,,,NA,5.09
4602,S5502 2/16GB 3G / LTE / GPS Black Unlocked,285555644465,2 GB,,Sigma mobile X-Style S5502,Sigma,,"3G, 4G",Android,,16 GB,107.39
4603,Original Unlocked Sony Ericsson U1 Satio U1i Mobile Phone GPS GSM 3G smart phone,125651510368,,,Sony Ericsson Satio,Sony Ericsson,,,,,68 MB,69.00
4604,GRATINA Sumi KYF39 Sharp mobile phone black KYF39SKA from Japan new,394345965348,N/A,N/A,KYF39,Sharp,N/A,Bluetooth,Android,N/A,N/A,155.00
4605,6.5 in Screen Smartphone 6GB RAM 128GB ROM Mobile Phone 5G Face Recognition,295480744372,6 GB,,for MediaTek 9000,Unbranded,6.5 in,5G,Android,,128 GB,97.72 to 99.01
4606,Apple iPhone XS Unlocked 64GB 256GB Verizon CDMA/GSM IOS LTE Clean ESN,276151610797,2 GB,,,Apple,,"LTE, 2G, 3G, 4G, 5G, WI-FI, NFC, GPS, Bluetooth",iOS,12.0 MP,64GB 256GB,163.00 to 288.00
4607,Apple iPhone 8 Plus 64GB Factory Unlocked Smartphone - Free Return,115866174166,2 GB,,iPhone 8 PLUS,Apple,,"LTE, 2G, 3G, 4G, 5G, WI-FI, NFC, GPS, Bluetooth",iOS,12.0 MP,"64GB , 256GB",139.00 to 185.00
